   -1.500000    29.042181    60.248740   192.483614
   -1.499000    25.357909    64.559886   191.368464
   -1.498000    26.421104    63.875555   192.729828
   -1.497000    29.892131    68.999943   188.821009
   -1.496000    27.391349    65.629272   190.286015
   -1.495000    27.630333    67.434420   192.032848
   -1.494000    29.701964    65.208052   193.109149
   -1.493000    26.129399    61.093001   200.317506
   -1.492000    22.187568    61.816974   200.884863
   -1.491000    20.738479    59.901384   200.391108
   -1.490000    19.480834    59.093770   202.999886
   -1.489000    26.048757    56.573937   204.091945
   -1.488000    24.937908    58.701523   205.545816
   -1.487000    23.704965    55.845400   205.921155
   -1.486000    23.628530    54.379317   204.141371
   -1.485000    22.832568    52.724155   205.761301
   -1.484000    32.586781    32.268596   188.667966
   -1.483000    22.692327    51.138556   204.407905
   -1.482000    25.964733    49.425010   203.679465
   -1.481000    19.826817    47.975686   203.233439
   -1.480000    19.291934    48.792419   202.024574
   -1.479000    19.926986    45.366087   200.943634
   -1.478000    19.161920    43.106513   201.373411
   -1.477000    18.303487    39.723241   198.719796
   -1.476000    18.762572    40.413634   197.869538
   -1.475000    18.061336    42.187414   197.164177
   -1.474000    17.104241    40.535560   198.040288
   -1.473000    16.623949    39.602780   198.958898
   -1.472000    13.999161    36.837844   198.635625
   -1.471000    17.679128    31.340560   199.802436
   -1.470000    18.403043    32.608051   203.698252
   -1.469000    18.845415    33.886418   205.920290
   -1.468000    20.618554    34.103685   205.360926
   -1.467000    24.130894    34.607813   208.598237
   -1.466000    16.591097    26.868628   221.799010
   -1.465000    26.424484    30.819904   214.320077
   -1.464000    26.852190    32.363120   219.546584
   -1.463000    24.036319    31.412588   223.326609
   -1.462000    20.412767    32.385175   226.603050
   -1.461000    21.470118    31.029962   227.927945
   -1.460000    28.905016    30.783156   230.885671
   -1.459000    22.404150    33.916273   235.137057
   -1.458000    21.429229    37.866641   239.372567
   -1.457000    16.748106    39.518220   244.432998
   -1.456000    17.109020    36.246208   252.491859
   -1.455000    20.062667    29.542942   255.996824
